Script started on Sel 30 Jan 2018 01:05:29  WIB
]0;core@core-Latitude-E7440: ~/catkin_ws/src/omnirobot/src/log[01;32mcore@core-Latitude-E7440[00m:[01;34m~/catkin_ws/src/omnirobot/src/log[00m$ ./vrep.shcd v-rep/rosrun omnirobot fuzzzybicycle 

0.000000	873.586853	43.923077	0.000000	0.000000	-0.006605	-0.010672
0.000000	873.586853	44.000000	-0.006605	0.000000	-0.006615	-0.010688
0.000000	873.586853	43.923077	-0.006615	0.000000	-0.006619	-0.010695
0.000000	873.586853	43.923077	-0.006619	0.000000	-0.006617	-0.010713
0.000000	873.586853	43.923077	-0.006617	0.000000	-0.006621	-0.010725
0.000000	873.586853	43.923077	-0.006621	0.000000	-0.006630	-0.010730
0.000000	873.586853	43.923077	-0.006630	0.000000	-0.006641	-0.010754
0.000000	873.586853	43.923077	-0.006641	0.000000	-0.193996	-0.010845
0.000000	873.586853	43.923077	-0.193996	0.000000	-0.694912	-0.011250
0.000000	873.586853	43.923077	-0.694912	0.000000	-1.483953	-0.012801
0.000000	873.586853	43.923077	-1.483953	0.000000	-2.504443	-0.016732
0.000000	873.586853	43.923077	-2.504443	0.000000	-3.620286	-0.021782
0.000000	873.586853	43.923077	-3.620286	0.000000	-4.768684	-0.025021
0.000000	873.586853	43.923077	-4.768684	0.000000	-5.924512	-0.025566
0.000000	873.586853	43.923077	-5.924512	0.000000	-7.079822	-0.024610
0.000000	873.586853	43.923077	-7.079822	0.000000	-8.234445	-0.023306
0.000000	873.586853	43.923077	-8.234445	0.000000	-9.388800	-0.021941
0.000000	873.586853	43.923077	-9.388800	0.000000	-10.543389	-0.020573
0.000000	873.586853	43.923077	-10.543389	0.000000	-11.698411	-0.019245
0.000000	873.586853	43.923077	-11.698411	0.000000	-12.853757	-0.017972
0.000000	873.586853	43.923077	-12.853757	0.000000	-14.009161	-0.016749
0.000000	873.586853	43.923077	-14.009161	0.000000	-15.164407	-0.015563
0.000000	873.586853	43.923077	-15.164407	0.000000	-16.319427	-0.014404
0.000000	873.586853	43.923077	-16.319427	0.000000	-17.474316	-0.013265
0.000000	873.586853	43.923077	-17.474316	0.000000	-18.629213	-0.012154
0.000000	873.586853	43.923077	-18.629213	0.000000	-19.784201	-0.011065
0.000000	873.586853	43.923077	-19.784201	0.000000	-20.939295	-0.010015
0.000000	873.586853	43.923077	-20.939295	0.000000	-22.094444	-0.009000
0.000000	873.586853	43.923077	-22.094444	0.000000	-23.249582	-0.008020
0.000000	873.586853	43.923077	-23.249582	0.000000	-24.404678	-0.007057
0.000000	873.586853	43.923077	-24.404678	0.000000	-25.559721	-0.006127
0.000000	873.586853	43.923077	-25.559721	0.000000	-26.714739	-0.005212
0.000000	873.586853	43.923077	-26.714739	0.000000	-27.869780	-0.004324
0.000000	873.586853	43.923077	-27.869780	0.000000	-29.024849	-0.003451
0.000000	873.586853	43.923077	-29.024849	0.000000	-30.179935	-0.002609
0.000000	873.586853	43.923077	-30.179935	0.000000	-31.335037	-0.001797
0.000000	873.586853	43.923077	-31.335037	0.000000	-32.490128	-0.001008
0.000000	873.586853	43.923077	-32.490128	0.000000	-33.645203	-0.000232
0.000000	873.586853	43.923077	-33.645203	0.000000	-34.800266	0.000529
0.000000	873.586853	43.923077	-34.800266	0.000000	-35.955338	0.001261
0.000000	873.586853	43.923077	-35.955338	0.000000	-37.110416	0.001978
0.000000	873.586853	43.923077	-37.110416	0.000000	-38.265499	0.002675
0.000000	873.586853	43.923077	-38.265499	0.000000	-39.420586	0.003347
0.000000	873.586853	43.923077	-39.420586	0.000000	-40.575665	0.003997
0.000000	873.586853	43.923077	-40.575665	0.000000	-41.730751	0.004631
0.000000	873.586853	43.923077	-41.730751	0.000000	-42.885841	0.005255
0.000000	873.586853	43.923077	-42.885841	0.000000	-44.040928	0.005852
0.000000	873.586853	43.923077	-44.040928	0.000000	-45.196014	0.006434
0.000000	873.586853	43.923077	-45.196014	0.000000	-46.351105	0.006996
0.000000	873.586853	43.923077	-46.351105	0.000000	-47.506187	0.007547
0.000000	873.586853	43.923077	-47.506187	0.000000	-48.661285	0.008077
0.000000	873.586853	43.923077	-48.661285	0.000000	-49.816380	0.008593
0.000000	873.586853	43.923077	-49.816380	0.000000	-50.971474	0.009104
0.000000	873.586853	43.923077	-50.971474	0.000000	-52.126545	0.009593
0.000000	873.586853	43.923077	-52.126545	0.000000	-53.281639	0.010073
0.000000	873.586853	43.923077	-53.281639	0.000000	-54.436726	0.010545
